Kommun,Kommunnamn,DeSO_2018,RegSO_2020,RegSOkod_2020
0180,Stockholm,0180C2850,Aspudden,0180R004
0180,Stockholm,0180C2870,Aspudden,0180R004
0180,Stockholm,0180C2890,Aspudden,0180R004
0180,Stockholm,0180C2970,Aspudden,0180R004
0180,Stockholm,0180C3030,Aspudden,0180R004
0180,Stockholm,0180C3090,Aspudden,0180R004
0180,Stockholm,0180C1740,Bagarmossen,0180R005
0180,Stockholm,0180C1750,Bagarmossen,0180R005
0180,Stockholm,0180C1800,Bagarmossen,0180R005
0180,Stockholm,0180C1900,Bagarmossen,0180R005
0180,Stockholm,0180C1940,Bagarmossen,0180R005
0180,Stockholm,0180C1950,Bagarmossen,0180R005
0180,Stockholm,0180C2040,Bagarmossen,0180R005
0180,Stockholm,0180C1470,Bandhagen,0180R006
0180,Stockholm,0180C1480,Bandhagen,0180R006
0180,Stockholm,0180C1530,Bandhagen,0180R006
0180,Stockholm,0180C1540,Bandhagen,0180R006
0180,Stockholm,0180C5500,Beckomberga,0180R007
0180,Stockholm,0180C5540,Beckomberga,0180R007
0180,Stockholm,0180C5630,Beckomberga,0180R007
0180,Stockholm,0180C2330,Björkhagen,0180R008
0180,Stockholm,0180C2370,Björkhagen,0180R008
0180,Stockholm,0180C2490,Björkhagen,0180R008
0180,Stockholm,0180C2660,Björkhagen,0180R008
0180,Stockholm,0180C4460,Blackeberg,0180R009
0180,Stockholm,0180C4940,Blackeberg,0180R009
0180,Stockholm,0180C4950,Blackeberg,0180R009
0180,Stockholm,0180C5160,Blackeberg,0180R009
0180,Stockholm,0180C5180,Blackeberg,0180R009
0180,Stockholm,0180C2550,Bredäng,0180R010
0180,Stockholm,0180C2150,Bredäng,0180R010
0180,Stockholm,0180C2250,Bredäng,0180R010
0180,Stockholm,0180C2290,Bredäng,0180R010
0180,Stockholm,0180C2500,Bredäng,0180R010
0180,Stockholm,0180C5400,Bromma kyrka,0180R011
0180,Stockholm,0180C5460,Bromma kyrka,0180R011
0180,Stockholm,0180C5910,Bromsten,0180R012
0180,Stockholm,0180C6000,Bromsten,0180R012
0180,Stockholm,0180C6040,Bromsten,0180R012
0180,Stockholm,0180C5740,Bällsta,0180R013
0180,Stockholm,0180C3920,Djurgården,0180R014
0180,Stockholm,0180C5560,Eneby,0180R015
0180,Stockholm,0180C4770,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C4870,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C5010,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C5050,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C5120,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C5280,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C5390,Engelbrekts kyrka,0180R016
0180,Stockholm,0180C2170,Enskede Gård,0180R017
0180,Stockholm,0180C2350,Enskede Gård,0180R017
0180,Stockholm,0180C1960,Enskededalen,0180R018
0180,Stockholm,0180C1990,Enskededalen,0180R018
0180,Stockholm,0180C2190,Enskedefältet,0180R019
0180,Stockholm,0180C1120,Fagersjö,0180R020
0180,Stockholm,0180C1150,Fagersjö,0180R020
0180,Stockholm,0180C1040,Farsta,0180R021
0180,Stockholm,0180C1060,Farsta,0180R021
0180,Stockholm,0180C1070,Farsta,0180R021
0180,Stockholm,0180C1080,Farsta,0180R021
0180,Stockholm,0180C1090,Farsta,0180R021
0180,Stockholm,0180C1100,Farsta,0180R021
0180,Stockholm,0180C1110,Farsta,0180R021
0180,Stockholm,0180C1130,Farsta,0180R021
0180,Stockholm,0180C5820,Flysta,0180R022
0180,Stockholm,0180C3950,Fredhäll,0180R023
0180,Stockholm,0180C4030,Fredhäll,0180R023
0180,Stockholm,0180C4070,Fredhäll,0180R023
0180,Stockholm,0180C4090,Fredhäll,0180R023
0180,Stockholm,0180C1980,Fruängen,0180R024
0180,Stockholm,0180C2030,Fruängen,0180R024
0180,Stockholm,0180C2050,Fruängen,0180R024
0180,Stockholm,0180C2080,Fruängen,0180R024
0180,Stockholm,0180C2090,Fruängen,0180R024
0180,Stockholm,0180C1850,Gamla Enskede,0180R025
0180,Stockholm,0180C1890,Gamla Enskede,0180R025
0180,Stockholm,0180C2000,Gamla Enskede,0180R025
0180,Stockholm,0180C2120,Gamla Enskede,0180R025
0180,Stockholm,0180C2200,Gamla Enskede,0180R025
0180,Stockholm,0180C2210,Gamla Enskede,0180R025
0180,Stockholm,0180C2260,Gamla Enskede,0180R025
0180,Stockholm,0180C5240,Grimsta,0180R026
0180,Stockholm,0180C5410,Grimsta,0180R026
0180,Stockholm,0180C5610,Grimsta,0180R026
0180,Stockholm,0180C3330,Gröndal,0180R027
0180,Stockholm,0180C3510,Gröndal,0180R027
0180,Stockholm,0180C3530,Gröndal,0180R027
0180,Stockholm,0180C3220,Gröndal,0180R027
0180,Stockholm,0180C3270,Gröndal,0180R027
0180,Stockholm,0180C1390,Gubbängen,0180R028
0180,Stockholm,0180C1400,Gubbängen,0180R028
0180,Stockholm,0180C1410,Gubbängen,0180R028
0180,Stockholm,0180C4610,Gustav Vasa,0180R029
0180,Stockholm,0180C4630,Gustav Vasa,0180R029
0180,Stockholm,0180C4800,Gustav Vasa,0180R029
0180,Stockholm,0180C4880,Gustav Vasa,0180R029
0180,Stockholm,0180C4900,Gustav Vasa,0180R029
0180,Stockholm,0180C5000,Gustav Vasa,0180R029
0180,Stockholm,0180C5020,Gustav Vasa,0180R029
0180,Stockholm,0180C5090,Gustav Vasa,0180R029
0180,Stockholm,0180C5130,Gustav Vasa,0180R029
0180,Stockholm,0180C4700,Gärdet,0180R030
0180,Stockholm,0180C4910,Gärdet,0180R030
0180,Stockholm,0180C4930,Gärdet,0180R030
0180,Stockholm,0180C5290,Gärdet,0180R030
0180,Stockholm,0180C5330,Gärdet,0180R030
0180,Stockholm,0180C5350,Gärdet,0180R030
0180,Stockholm,0180C5380,Gärdet,0180R030
0180,Stockholm,0180C5070,Gärdet,0180R030
0180,Stockholm,0180C5080,Gärdet,0180R030
0180,Stockholm,0180C5100,Gärdet,0180R030
0180,Stockholm,0180C5170,Gärdet,0180R030
0180,Stockholm,0180C5200,Gärdet,0180R030
0180,Stockholm,0180C5210,Gärdet,0180R030
0180,Stockholm,0180C1340,Hagsätra,0180R031
0180,Stockholm,0180C1350,Hagsätra,0180R031
0180,Stockholm,0180C1360,Hagsätra,0180R031
0180,Stockholm,0180C1380,Hagsätra,0180R031
0180,Stockholm,0180C1500,Hagsätra,0180R031
0180,Stockholm,0180C2400,Hammarbyhöjden,0180R032
0180,Stockholm,0180C2410,Hammarbyhöjden,0180R032
0180,Stockholm,0180C2460,Hammarbyhöjden,0180R032
0180,Stockholm,0180C2610,Hammarbyhöjden,0180R032
0180,Stockholm,0180C2650,Hammarbyhöjden,0180R032
0180,Stockholm,0180C2670,Hammarbyhöjden,0180R032
0180,Stockholm,0180C4340,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4430,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4540,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4690,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4750,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4830,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4890,Hedvig Eleonora,0180R033
0180,Stockholm,0180C4960,Hedvig Eleonora,0180R033
0180,Stockholm,0180C1670,Herrängen,0180R034
0180,Stockholm,0180C1700,Herrängen,0180R034
0180,Stockholm,0180C5520,Hjorthagen-Värtahamnen,0180R035
0180,Stockholm,0180C5530,Hjorthagen-Värtahamnen,0180R035
0180,Stockholm,0180C5570,Hjorthagen-Värtahamnen,0180R035
0180,Stockholm,0180C5650,Hjorthagen-Värtahamnen,0180R035
0180,Stockholm,0180C6310,Husby,0180R036
0180,Stockholm,0180C6350,Husby,0180R036
0180,Stockholm,0180C6360,Husby,0180R036
0180,Stockholm,0180C6370,Husby,0180R036
0180,Stockholm,0180C6380,Husby,0180R036
0180,Stockholm,0180C6400,Husby,0180R036
0180,Stockholm,0180C2600,Hägersten,0180R037
0180,Stockholm,0180C2640,Hägersten,0180R037
0180,Stockholm,0180C2760,Hägersten,0180R037
0180,Stockholm,0180C2820,Hägersten,0180R037
0180,Stockholm,0180C2900,Hägersten,0180R037
0180,Stockholm,0180C2920,Hägersten,0180R037
0180,Stockholm,0180C2310,Hägerstensåsen,0180R038
0180,Stockholm,0180C2440,Hägerstensåsen,0180R038
0180,Stockholm,0180C2510,Hägerstensåsen,0180R038
0180,Stockholm,0180C2680,Hägerstensåsen,0180R038
0180,Stockholm,0180C5670,Hässelby Gård,0180R039
0180,Stockholm,0180C5710,Hässelby Gård,0180R039
0180,Stockholm,0180C5760,Hässelby Gård,0180R039
0180,Stockholm,0180C5780,Hässelby Gård,0180R039
0180,Stockholm,0180C5790,Hässelby Gård,0180R039
0180,Stockholm,0180C5810,Hässelby Gård,0180R039
0180,Stockholm,0180C5660,Hässelby Strand,0180R040
0180,Stockholm,0180C5450,Hässelby Strand,0180R040
0180,Stockholm,0180C5470,Hässelby Strand,0180R040
0180,Stockholm,0180C5580,Hässelby Strand,0180R040
0180,Stockholm,0180C5640,Hässelby Villastad,0180R041
0180,Stockholm,0180C5830,Hässelby Villastad,0180R041
0180,Stockholm,0180C6060,Hässelby Villastad,0180R041
0180,Stockholm,0180C6190,Hässelby Villastad,0180R041
0180,Stockholm,0180C5850,Hässelby Villastad,0180R041
0180,Stockholm,0180C5890,Hässelby Villastad,0180R041
0180,Stockholm,0180C5950,Hässelby Villastad,0180R041
0180,Stockholm,0180C5980,Hässelby Villastad,0180R041
0180,Stockholm,0180C6010,Hässelby Villastad,0180R041
0180,Stockholm,0180C6050,Hässelby Villastad,0180R041
0180,Stockholm,0180C1320,Högdalen,0180R042
0180,Stockholm,0180C1370,Högdalen,0180R042
0180,Stockholm,0180C1440,Högdalen,0180R042
0180,Stockholm,0180C1450,Högdalen,0180R042
0180,Stockholm,0180C1460,Högdalen,0180R042
0180,Stockholm,0180C3760,Höglandet,0180R043
0180,Stockholm,0180C1180,Hökarängen,0180R044
0180,Stockholm,0180C1220,Hökarängen,0180R044
0180,Stockholm,0180C1250,Hökarängen,0180R044
0180,Stockholm,0180C1260,Hökarängen,0180R044
0180,Stockholm,0180C1290,Hökarängen,0180R044
0180,Stockholm,0180C2360,Johanneshov,0180R045
0180,Stockholm,0180C2390,Johanneshov,0180R045
0180,Stockholm,0180C2520,Johanneshov,0180R045
0180,Stockholm,0180C2690,Johanneshov,0180R045
0180,Stockholm,0180C6200,Kista,0180R046
0180,Stockholm,0180C6280,Kista,0180R046
0180,Stockholm,0180C6290,Kista,0180R046
0180,Stockholm,0180C6300,Kista,0180R046
0180,Stockholm,0180C6320,Kista,0180R046
0180,Stockholm,0180C6330,Kista,0180R046
0180,Stockholm,0180C6390,Kista,0180R046
0180,Stockholm,0180C4040,Klara-Jacob,0180R047
0180,Stockholm,0180C4170,Kristineberg,0180R048
0180,Stockholm,0180C4250,Kristineberg,0180R048
0180,Stockholm,0180C4270,Kristineberg,0180R048
0180,Stockholm,0180C4330,Kristineberg,0180R048
0180,Stockholm,0180C4580,Kristineberg,0180R048
0180,Stockholm,0180C3930,Kungsholm,0180R049
0180,Stockholm,0180C3960,Kungsholm,0180R049
0180,Stockholm,0180C3970,Kungsholm,0180R049
0180,Stockholm,0180C3980,Kungsholm,0180R049
0180,Stockholm,0180C3990,Kungsholm,0180R049
0180,Stockholm,0180C4010,Kungsholm,0180R049
0180,Stockholm,0180C4370,Kungsholm,0180R049
0180,Stockholm,0180C4120,Kungsholm,0180R049
0180,Stockholm,0180C4140,Kungsholm,0180R049
0180,Stockholm,0180C4160,Kungsholm,0180R049
0180,Stockholm,0180C4220,Kungsholm,0180R049
0180,Stockholm,0180C4230,Kungsholm,0180R049
0180,Stockholm,0180C4290,Kungsholm,0180R049
0180,Stockholm,0180C5990,Kälvesta,0180R050
0180,Stockholm,0180C6020,Kälvesta,0180R050
0180,Stockholm,0180C2130,Kärrtorp,0180R051
0180,Stockholm,0180C2230,Kärrtorp,0180R051
0180,Stockholm,0180C2240,Kärrtorp,0180R051
0180,Stockholm,0180C1050,Larsboda,0180R052
0180,Stockholm,0180C2780,Liljeholmen,0180R053
0180,Stockholm,0180C2950,Liljeholmen,0180R053
0180,Stockholm,0180C2990,Liljeholmen,0180R053
0180,Stockholm,0180C3010,Liljeholmen,0180R053
0180,Stockholm,0180C3060,Liljeholmen,0180R053
0180,Stockholm,0180C3070,Liljeholmen,0180R053
0180,Stockholm,0180C3120,Liljeholmen,0180R053
0180,Stockholm,0180C3230,Liljeholmen,0180R053
0180,Stockholm,0180C3830,Lilla Essingen,0180R054
0180,Stockholm,0180C3860,Lilla Essingen,0180R054
0180,Stockholm,0180C3890,Lilla Essingen,0180R054
0180,Stockholm,0180C2100,Liseberg,0180R055
0180,Stockholm,0180C1820,Långbro,0180R056
0180,Stockholm,0180C1830,Långbro,0180R056
0180,Stockholm,0180C1920,Långbro,0180R056
0180,Stockholm,0180C1970,Långbro,0180R056
0180,Stockholm,0180C1430,Långsjö,0180R057
0180,Stockholm,0180C1620,Långsjö,0180R057
0180,Stockholm,0180C3440,Mariatorget,0180R058
0180,Stockholm,0180C3460,Mariatorget,0180R058
0180,Stockholm,0180C3550,Mariatorget,0180R058
0180,Stockholm,0180C3820,Mariatorget,0180R058
0180,Stockholm,0180C3570,Mariatorget,0180R058
0180,Stockholm,0180C3600,Mariatorget,0180R058
0180,Stockholm,0180C3680,Mariatorget,0180R058
0180,Stockholm,0180C3710,Mariatorget,0180R058
0180,Stockholm,0180C3740,Mariatorget,0180R058
0180,Stockholm,0180C3770,Mariatorget,0180R058
0180,Stockholm,0180C3900,Marieberg,0180R059
0180,Stockholm,0180C4020,Marieberg,0180R059
0180,Stockholm,0180C5550,Mariehäll,0180R060
0180,Stockholm,0180C5620,Mariehäll,0180R060
0180,Stockholm,0180C5690,Mariehäll,0180R060
0180,Stockholm,0180C5750,Mariehäll,0180R060
0180,Stockholm,0180C3370,Mellersta Högalid,0180R061
0180,Stockholm,0180C3400,Mellersta Högalid,0180R061
0180,Stockholm,0180C3480,Mellersta Högalid,0180R061
0180,Stockholm,0180C3490,Mellersta Högalid,0180R061
0180,Stockholm,0180C3580,Mellersta Högalid,0180R061
0180,Stockholm,0180C3640,Mellersta Högalid,0180R061
0180,Stockholm,0180C2740,Midsommarkransen,0180R062
0180,Stockholm,0180C2770,Midsommarkransen,0180R062
0180,Stockholm,0180C2620,Midsommarkransen,0180R062
0180,Stockholm,0180C2630,Midsommarkransen,0180R062
0180,Stockholm,0180C2720,Midsommarkransen,0180R062
0180,Stockholm,0180C2730,Midsommarkransen,0180R062
0180,Stockholm,0180C2300,Mälarhöjden,0180R063
0180,Stockholm,0180C2580,Mälarhöjden,0180R063
0180,Stockholm,0180C3850,Nockeby,0180R064
0180,Stockholm,0180C4000,Nockeby,0180R064
0180,Stockholm,0180C4060,Nockebyhov-Olovslund,0180R065
0180,Stockholm,0180C4200,Nockebyhov-Olovslund,0180R065
0180,Stockholm,0180C4650,Norra Adolf Fredrik,0180R066
0180,Stockholm,0180C4760,Norra Adolf Fredrik,0180R066
0180,Stockholm,0180C4840,Norra Adolf Fredrik,0180R066
0180,Stockholm,0180C3470,Norra Högalid,0180R067
0180,Stockholm,0180C3500,Norra Högalid,0180R067
0180,Stockholm,0180C3620,Norra Högalid,0180R067
0180,Stockholm,0180C3630,Norra Högalid,0180R067
0180,Stockholm,0180C3660,Norra Högalid,0180R067
0180,Stockholm,0180C3670,Norra Högalid,0180R067
0180,Stockholm,0180C3700,Norra Högalid,0180R067
0180,Stockholm,0180C3790,Norra Högalid,0180R067
0180,Stockholm,0180C3800,Norra Högalid,0180R067
0180,Stockholm,0180C3810,Norra Högalid,0180R067
0180,Stockholm,0180C4990,Norra Johannes,0180R068
0180,Stockholm,0180C5140,Norra Johannes,0180R068
0180,Stockholm,0180C5220,Norra Johannes,0180R068
0180,Stockholm,0180C5270,Norra Johannes,0180R068
0180,Stockholm,0180C5360,Norra Johannes,0180R068
0180,Stockholm,0180C5440,Norra Johannes,0180R068
0180,Stockholm,0180C1510,Norra Skarpnäcks Gård,0180R069
0180,Stockholm,0180C1520,Norra Skarpnäcks Gård,0180R069
0180,Stockholm,0180C1610,Norra Skarpnäcks Gård,0180R069
0180,Stockholm,0180C1810,Norra Skarpnäcks Gård,0180R069
0180,Stockholm,0180C3360,Norra Sofia,0180R070
0180,Stockholm,0180C3380,Norra Sofia,0180R070
0180,Stockholm,0180C3390,Norra Sofia,0180R070
0180,Stockholm,0180C3540,Norra Sofia,0180R070
0180,Stockholm,0180C3650,Norra Sofia,0180R070
0180,Stockholm,0180C4970,Norra Ängby,0180R071
0180,Stockholm,0180C5150,Norra Ängby,0180R071
0180,Stockholm,0180C5250,Norra Ängby,0180R071
0180,Stockholm,0180C5840,Nälsta,0180R072
0180,Stockholm,0180C5870,Nälsta,0180R072
0180,Stockholm,0180C5920,Nälsta,0180R072
0180,Stockholm,0180C4210,Oscars kyrka,0180R073
0180,Stockholm,0180C4310,Oscars kyrka,0180R073
0180,Stockholm,0180C4380,Oscars kyrka,0180R073
0180,Stockholm,0180C4390,Oscars kyrka,0180R073
0180,Stockholm,0180C4450,Oscars kyrka,0180R073
0180,Stockholm,0180C4560,Oscars kyrka,0180R073
0180,Stockholm,0180C4640,Oscars kyrka,0180R073
0180,Stockholm,0180C4720,Oscars kyrka,0180R073
0180,Stockholm,0180C4790,Oscars kyrka,0180R073
0180,Stockholm,0180C4810,Oscars kyrka,0180R073
0180,Stockholm,0180C3590,Reimersholme-Långholmen,0180R074
0180,Stockholm,0180C3780,Reimersholme-Långholmen,0180R074
0180,Stockholm,0180C4530,Riksby-Åkeshov,0180R075
0180,Stockholm,0180C4590,Riksby-Åkeshov,0180R075
0180,Stockholm,0180C5340,Riksby-Åkeshov,0180R075
0180,Stockholm,0180C6120,Rinkeby,0180R076
0180,Stockholm,0180C6150,Rinkeby,0180R076
0180,Stockholm,0180C6160,Rinkeby,0180R076
0180,Stockholm,0180C6180,Rinkeby,0180R076
0180,Stockholm,0180C6070,Rinkeby,0180R076
0180,Stockholm,0180C6090,Rinkeby,0180R076
0180,Stockholm,0180C6100,Rinkeby,0180R076
0180,Stockholm,0180C6110,Rinkeby,0180R076
0180,Stockholm,0180C5420,Råcksta,0180R077
0180,Stockholm,0180C5480,Råcksta,0180R077
0180,Stockholm,0180C5510,Råcksta,0180R077
0180,Stockholm,0180C5600,Råcksta,0180R077
0180,Stockholm,0180C5680,Råcksta,0180R077
0180,Stockholm,0180C1140,Rågsved,0180R078
0180,Stockholm,0180C1160,Rågsved,0180R078
0180,Stockholm,0180C1200,Rågsved,0180R078
0180,Stockholm,0180C1230,Rågsved,0180R078
0180,Stockholm,0180C1280,Rågsved,0180R078
0180,Stockholm,0180C1300,Rågsved,0180R078
0180,Stockholm,0180C1330,Rågsved,0180R078
0180,Stockholm,0180C1490,Skärholmen,0180R079
0180,Stockholm,0180C1660,Skärholmen,0180R079
0180,Stockholm,0180C1680,Skärholmen,0180R079
0180,Stockholm,0180C1780,Skärholmen,0180R079
0180,Stockholm,0180C1860,Skärholmen,0180R079
0180,Stockholm,0180C1170,Sköndal,0180R080
0180,Stockholm,0180C1240,Sköndal,0180R080
0180,Stockholm,0180C1270,Sköndal,0180R080
0180,Stockholm,0180C1310,Sköndal,0180R080
0180,Stockholm,0180C1420,Sköndal,0180R080
0180,Stockholm,0180C3410,Smedslätten,0180R081
0180,Stockholm,0180C3720,Smedslätten,0180R081
0180,Stockholm,0180C1870,Solberga,0180R082
0180,Stockholm,0180C2020,Solberga,0180R082
0180,Stockholm,0180C2110,Solberga,0180R082
0180,Stockholm,0180C2140,Solberga,0180R082
0180,Stockholm,0180C2180,Solberga,0180R082
0180,Stockholm,0180C5960,Solhem-Lunda,0180R083
0180,Stockholm,0180C5970,Solhem-Lunda,0180R083
0180,Stockholm,0180C6030,Solhem-Lunda,0180R083
0180,Stockholm,0180C6080,Solhem-Lunda,0180R083
0180,Stockholm,0180C6130,Solhem-Lunda,0180R083
0180,Stockholm,0180C4320,Stadshagen,0180R084
0180,Stockholm,0180C4470,Stadshagen,0180R084
0180,Stockholm,0180C4520,Stadshagen,0180R084
0180,Stockholm,0180C4550,Stadshagen,0180R084
0180,Stockholm,0180C4730,Stadshagen,0180R084
0180,Stockholm,0180C3560,Stora Essingen,0180R085
0180,Stockholm,0180C3730,Stora Essingen,0180R085
0180,Stockholm,0180C3870,Stora Essingen,0180R085
0180,Stockholm,0180C4110,Stora Mossen,0180R086
0180,Stockholm,0180C3880,Storkyrkan,0180R087
0180,Stockholm,0180C3940,Storkyrkan,0180R087
0180,Stockholm,0180C1650,Stureby,0180R088
0180,Stockholm,0180C1710,Stureby,0180R088
0180,Stockholm,0180C1840,Stureby,0180R088
0180,Stockholm,0180C1930,Stureby,0180R088
0180,Stockholm,0180C5860,Sundby,0180R089
0180,Stockholm,0180C1580,Svedmyra,0180R090
0180,Stockholm,0180C1790,Svedmyra,0180R090
0180,Stockholm,0180C1190,Sydvästra Skarpnäcks gård-Orhem,0180R091
0180,Stockholm,0180C1910,Sätra,0180R092
0180,Stockholm,0180C2010,Sätra,0180R092
0180,Stockholm,0180C2060,Sätra,0180R092
0180,Stockholm,0180C2220,Sätra,0180R092
0180,Stockholm,0180C4400,Södra Adolf Fredrik,0180R093
0180,Stockholm,0180C4500,Södra Adolf Fredrik,0180R093
0180,Stockholm,0180C4620,Södra Adolf Fredrik,0180R093
0180,Stockholm,0180C2860,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2880,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2960,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2980,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C3100,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C3300,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2790,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2810,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2830,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C2840,Södra Hammarbyhamnen,0180R094
0180,Stockholm,0180C3080,Södra Högalid,0180R095
0180,Stockholm,0180C3210,Södra Högalid,0180R095
0180,Stockholm,0180C3310,Södra Högalid,0180R095
0180,Stockholm,0180C4710,Södra Johannes,0180R096
0180,Stockholm,0180C2940,Södra Sofia,0180R097
0180,Stockholm,0180C3020,Södra Sofia,0180R097
0180,Stockholm,0180C3040,Södra Sofia,0180R097
0180,Stockholm,0180C3050,Södra Sofia,0180R097
0180,Stockholm,0180C3150,Södra Sofia,0180R097
0180,Stockholm,0180C3200,Södra Sofia,0180R097
0180,Stockholm,0180C3240,Södra Sofia,0180R097
0180,Stockholm,0180C3280,Södra Station,0180R098
0180,Stockholm,0180C3350,Södra Station,0180R098
0180,Stockholm,0180C3420,Södra Station,0180R098
0180,Stockholm,0180C4510,Södra Ängby,0180R099
0180,Stockholm,0180C1570,Tallkrogen,0180R100
0180,Stockholm,0180C1630,Tallkrogen,0180R100
0180,Stockholm,0180C1760,Tallkrogen,0180R100
0180,Stockholm,0180C5430,Tekniska Högskolan,0180R101
0180,Stockholm,0180C5490,Tekniska Högskolan,0180R101
0180,Stockholm,0180C6140,Tensta,0180R102
0180,Stockholm,0180C6170,Tensta,0180R102
0180,Stockholm,0180C6210,Tensta,0180R102
0180,Stockholm,0180C6220,Tensta,0180R102
0180,Stockholm,0180C6230,Tensta,0180R102
0180,Stockholm,0180C6240,Tensta,0180R102
0180,Stockholm,0180C6250,Tensta,0180R102
0180,Stockholm,0180C6260,Tensta,0180R102
0180,Stockholm,0180C6270,Tensta,0180R102
0180,Stockholm,0180C4180,Traneberg,0180R103
0180,Stockholm,0180C4350,Traneberg,0180R103
0180,Stockholm,0180C4440,Traneberg,0180R103
0180,Stockholm,0180C4670,Traneberg,0180R103
0180,Stockholm,0180C4680,Traneberg,0180R103
0180,Stockholm,0180C4480,Ulvsunda,0180R104
0180,Stockholm,0180C4570,Ulvsunda,0180R104
0180,Stockholm,0180C5190,Ulvsunda Industriområde,0180R105
0180,Stockholm,0180C5320,Ulvsunda Industriområde,0180R105
0180,Stockholm,0180C5770,Universitetet,0180R106
0180,Stockholm,0180C5900,Universitetet,0180R106
0180,Stockholm,0180C5880,Vinsta,0180R107
0180,Stockholm,0180C5930,Vinsta,0180R107
0180,Stockholm,0180C5940,Vinsta,0180R107
0180,Stockholm,0180C1560,Vårberg,0180R108
